session_id,user_id,timestamp,action,alert_id,dwell_time_ms,tooltip_seen,help_clicked,error,view
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:17:53,view_dashboard,,0,,,,overview
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:18:30,view_alert_list,,0,,,,alerts
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:18:35,open_alert_details,ATK-0027,43979,True,False,,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:18:44,filter_change,ATK-0027,0,False,False,False,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:18:47,search,ATK-0027,0,False,False,False,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:18:49,click_respond,ATK-0027,0,False,False,False,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:18:55,click_respond,ATK-0027,0,False,False,False,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:18:59,click_respond,ATK-0027,0,False,False,False,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:19:04,confirm_action,ATK-0027,0,False,False,False,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:19:16,view_alert_list,,0,,,,alerts
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:19:29,open_alert_details,ATK-0003,23153,True,False,,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:19:31,dismiss_alert,ATK-0003,0,False,False,False,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:20:28,view_alert_list,,0,,,,alerts
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:20:32,open_alert_details,ATK-0070,37911,False,True,,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:20:41,filter_change,ATK-0070,0,False,False,False,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:20:46,dismiss_alert,ATK-0070,0,False,False,False,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:21:25,view_alert_list,,0,,,,alerts
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:21:33,open_alert_details,ATK-0033,23428,True,False,,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:21:39,search,ATK-0033,0,False,False,False,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:21:48,search,ATK-0033,0,False,False,False,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:21:50,click_respond,ATK-0033,0,False,False,False,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:21:56,click_respond,ATK-0033,0,False,False,False,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:22:02,confirm_action,ATK-0033,0,False,False,False,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:22:44,view_alert_list,,0,,,,alerts
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:22:53,open_alert_details,ATK-0035,3471,True,False,,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:22:54,filter_change,ATK-0035,0,False,False,False,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:22:56,filter_change,ATK-0035,0,False,False,False,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:23:00,click_respond,ATK-0035,0,False,False,False,
80f9ef48-2b99-40ca-8dd5-2808e7781190,analyst_john,2025-12-11T15:23:05,confirm_action,ATK-0035,0,False,False,False,
c0eaee73-c294-4a6d-8381-7f8b0167e331,analyst_sarah,2025-12-11T17:39:53,view_dashboard,,0,,,,overview
c0eaee73-c294-4a6d-8381-7f8b0167e331,analyst_sarah,2025-12-11T17:40:13,view_alert_list,,0,,,,alerts
c0eaee73-c294-4a6d-8381-7f8b0167e331,analyst_sarah,2025-12-11T17:40:30,open_alert_details,ATK-0068,29677,True,False,,
c0eaee73-c294-4a6d-8381-7f8b0167e331,analyst_sarah,2025-12-11T17:40:35,click_respond,ATK-0068,0,False,False,False,
c0eaee73-c294-4a6d-8381-7f8b0167e331,analyst_sarah,2025-12-11T17:40:37,click_respond,ATK-0068,0,False,False,False,
c0eaee73-c294-4a6d-8381-7f8b0167e331,analyst_sarah,2025-12-11T17:40:39,confirm_action,ATK-0068,0,False,False,False,
c0eaee73-c294-4a6d-8381-7f8b0167e331,analyst_sarah,2025-12-11T17:41:09,view_alert_list,,0,,,,alerts
c0eaee73-c294-4a6d-8381-7f8b0167e331,analyst_sarah,2025-12-11T17:41:21,open_alert_details,ATK-0009,10161,True,False,,
c0eaee73-c294-4a6d-8381-7f8b0167e331,analyst_sarah,2025-12-11T17:41:25,click_respond,ATK-0009,0,False,False,False,
c0eaee73-c294-4a6d-8381-7f8b0167e331,analyst_sarah,2025-12-11T17:41:30,confirm_action,ATK-0009,0,False,False,False,
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:41:53,view_dashboard,,0,,,,overview
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:42:04,view_alert_list,,0,,,,alerts
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:42:07,open_alert_details,ATK-0079,38427,False,False,,
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:42:12,click_respond,ATK-0079,0,False,False,False,
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:42:14,confirm_action,ATK-0079,0,False,False,False,
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:42:43,view_alert_list,,0,,,,alerts
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:42:45,open_alert_details,ATK-0026,28586,True,False,,
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:42:50,search,ATK-0026,0,False,False,False,
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:42:58,dismiss_alert,ATK-0026,0,False,False,False,
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:43:45,view_alert_list,,0,,,,alerts
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:44:02,open_alert_details,ATK-0080,13144,True,False,,
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:44:04,click_respond,ATK-0080,0,False,False,False,
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:44:08,click_respond,ATK-0080,0,False,False,False,
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:44:10,click_respond,ATK-0080,0,False,False,False,
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:44:12,confirm_action,ATK-0080,0,False,False,False,
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:44:49,view_alert_list,,0,,,,alerts
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:45:07,open_alert_details,ATK-0069,13317,True,False,,
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:45:09,filter_change,ATK-0069,0,False,False,False,
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:45:11,filter_change,ATK-0069,0,False,False,False,
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:45:17,click_respond,ATK-0069,0,False,False,False,
d729ae09-3453-495b-ba51-a4e6a5bfa958,analyst_sarah,2025-12-11T13:45:20,confirm_action,ATK-0069,0,False,False,False,
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:44:53,view_dashboard,,0,,,,overview
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:45:18,view_alert_list,,0,,,,alerts
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:45:28,open_alert_details,ATK-0074,16386,False,False,,
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:45:35,filter_change,ATK-0074,0,False,False,False,
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:45:37,click_respond,ATK-0074,0,False,False,False,
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:45:39,click_respond,ATK-0074,0,False,False,False,
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:45:44,confirm_action,ATK-0074,0,False,False,False,
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:45:53,view_alert_list,,0,,,,alerts
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:46:12,open_alert_details,ATK-0015,16969,True,False,,
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:46:15,dismiss_alert,ATK-0015,0,False,False,False,
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:46:38,view_alert_list,,0,,,,alerts
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:46:45,open_alert_details,ATK-0053,31716,False,False,,
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:46:54,filter_change,ATK-0053,0,False,False,False,
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:47:03,search,ATK-0053,0,False,False,False,
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:47:07,click_respond,ATK-0053,0,False,False,False,
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:47:09,confirm_action,ATK-0053,0,False,False,False,
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:48:01,view_alert_list,,0,,,,alerts
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:48:20,open_alert_details,ATK-0016,13187,True,False,,
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:48:24,search,ATK-0016,0,False,False,False,
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:48:28,search,ATK-0016,0,False,False,False,
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:48:30,click_respond,ATK-0016,0,False,False,False,
6771ed68-40e0-4514-a5f0-d7f0b4de9c26,analyst_john,2025-12-11T13:48:35,confirm_action,ATK-0016,0,False,False,False,
2f9e01d7-ed48-4956-9a1c-1913e60df771,analyst_mike,2025-12-11T13:25:53,view_dashboard,,0,,,,overview
2f9e01d7-ed48-4956-9a1c-1913e60df771,analyst_mike,2025-12-11T13:26:47,view_alert_list,,0,,,,alerts
2f9e01d7-ed48-4956-9a1c-1913e60df771,analyst_mike,2025-12-11T13:26:53,open_alert_details,ATK-0048,44753,False,True,,
2f9e01d7-ed48-4956-9a1c-1913e60df771,analyst_mike,2025-12-11T13:27:02,search,ATK-0048,0,False,False,False,
2f9e01d7-ed48-4956-9a1c-1913e60df771,analyst_mike,2025-12-11T13:27:05,click_respond,ATK-0048,0,False,False,False,
2f9e01d7-ed48-4956-9a1c-1913e60df771,analyst_mike,2025-12-11T13:27:11,click_respond,ATK-0048,0,False,False,False,
2f9e01d7-ed48-4956-9a1c-1913e60df771,analyst_mike,2025-12-11T13:27:13,click_respond,ATK-0048,0,False,False,False,
2f9e01d7-ed48-4956-9a1c-1913e60df771,analyst_mike,2025-12-11T13:27:17,confirm_action,ATK-0048,0,False,False,False,
c3adface-76e1-4ea9-8e3b-3b8ec366625e,analyst_sarah,2025-12-11T16:43:53,view_dashboard,,0,,,,overview
c3adface-76e1-4ea9-8e3b-3b8ec366625e,analyst_sarah,2025-12-11T16:44:17,view_alert_list,,0,,,,alerts
c3adface-76e1-4ea9-8e3b-3b8ec366625e,analyst_sarah,2025-12-11T16:44:30,open_alert_details,ATK-0007,5614,False,False,,
c3adface-76e1-4ea9-8e3b-3b8ec366625e,analyst_sarah,2025-12-11T16:44:35,click_respond,ATK-0007,0,False,False,False,
c3adface-76e1-4ea9-8e3b-3b8ec366625e,analyst_sarah,2025-12-11T16:44:41,click_respond,ATK-0007,0,False,False,False,
c3adface-76e1-4ea9-8e3b-3b8ec366625e,analyst_sarah,2025-12-11T16:44:44,click_respond,ATK-0007,0,False,False,False,
c3adface-76e1-4ea9-8e3b-3b8ec366625e,analyst_sarah,2025-12-11T16:44:47,confirm_action,ATK-0007,0,False,False,False,
c3adface-76e1-4ea9-8e3b-3b8ec366625e,analyst_sarah,2025-12-11T16:45:43,view_alert_list,,0,,,,alerts
c3adface-76e1-4ea9-8e3b-3b8ec366625e,analyst_sarah,2025-12-11T16:45:50,open_alert_details,ATK-0025,30020,True,False,,
c3adface-76e1-4ea9-8e3b-3b8ec366625e,analyst_sarah,2025-12-11T16:45:56,search,ATK-0025,0,False,False,False,
c3adface-76e1-4ea9-8e3b-3b8ec366625e,analyst_sarah,2025-12-11T16:46:00,search,ATK-0025,0,False,False,False,
c3adface-76e1-4ea9-8e3b-3b8ec366625e,analyst_sarah,2025-12-11T16:46:05,dismiss_alert,ATK-0025,0,False,False,False,
6ab8217a-5ff2-4805-a5ce-420e46bf76c6,analyst_john,2025-12-11T17:03:53,view_dashboard,,0,,,,overview
6ab8217a-5ff2-4805-a5ce-420e46bf76c6,analyst_john,2025-12-11T17:04:50,view_alert_list,,0,,,,alerts
6ab8217a-5ff2-4805-a5ce-420e46bf76c6,analyst_john,2025-12-11T17:05:06,open_alert_details,ATK-0030,25915,True,False,,
6ab8217a-5ff2-4805-a5ce-420e46bf76c6,analyst_john,2025-12-11T17:05:10,click_respond,ATK-0030,0,False,False,False,
6ab8217a-5ff2-4805-a5ce-420e46bf76c6,analyst_john,2025-12-11T17:05:14,click_respond,ATK-0030,0,False,False,False,
6ab8217a-5ff2-4805-a5ce-420e46bf76c6,analyst_john,2025-12-11T17:05:16,confirm_action,ATK-0030,0,False,False,False,
6ab8217a-5ff2-4805-a5ce-420e46bf76c6,analyst_john,2025-12-11T17:05:43,view_alert_list,,0,,,,alerts
6ab8217a-5ff2-4805-a5ce-420e46bf76c6,analyst_john,2025-12-11T17:06:01,open_alert_details,ATK-0041,29193,False,False,,
6ab8217a-5ff2-4805-a5ce-420e46bf76c6,analyst_john,2025-12-11T17:06:02,filter_change,ATK-0041,0,False,False,False,
6ab8217a-5ff2-4805-a5ce-420e46bf76c6,analyst_john,2025-12-11T17:06:06,click_respond,ATK-0041,0,False,False,False,
6ab8217a-5ff2-4805-a5ce-420e46bf76c6,analyst_john,2025-12-11T17:06:08,click_respond,ATK-0041,0,False,False,False,
6ab8217a-5ff2-4805-a5ce-420e46bf76c6,analyst_john,2025-12-11T17:06:10,click_respond,ATK-0041,0,False,False,False,
6ab8217a-5ff2-4805-a5ce-420e46bf76c6,analyst_john,2025-12-11T17:06:16,confirm_action,ATK-0041,0,False,False,False,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T15:59:53,view_dashboard,,0,,,,overview
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:00:36,view_alert_list,,0,,,,alerts
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:00:54,open_alert_details,ATK-0062,10578,True,False,,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:00:58,search,ATK-0062,0,False,False,False,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:00:59,search,ATK-0062,0,False,False,False,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:01:01,error_modal,ATK-0062,0,,,True,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:01:02,back,ATK-0062,0,False,False,False,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:01:08,dismiss_alert,ATK-0062,0,False,False,False,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:01:36,view_alert_list,,0,,,,alerts
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:01:51,open_alert_details,ATK-0030,7585,False,False,,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:01:57,filter_change,ATK-0030,0,False,False,False,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:02:02,search,ATK-0030,0,False,False,False,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:02:06,click_respond,ATK-0030,0,False,False,False,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:02:12,click_respond,ATK-0030,0,False,False,False,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:02:15,click_respond,ATK-0030,0,False,False,False,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:02:18,confirm_action,ATK-0030,0,False,False,False,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:03:05,view_alert_list,,0,,,,alerts
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:03:19,open_alert_details,ATK-0060,14405,False,False,,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:03:20,search,ATK-0060,0,False,False,False,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:03:25,filter_change,ATK-0060,0,False,False,False,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:03:29,click_respond,ATK-0060,0,False,False,False,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:03:34,click_respond,ATK-0060,0,False,False,False,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:03:39,click_respond,ATK-0060,0,False,False,False,
acf36b0b-22e1-4e80-a7a9-10860d66a0c6,soc_lead,2025-12-11T16:03:44,confirm_action,ATK-0060,0,False,False,False,
089d560b-cc8f-4bae-b944-5acb160ecd82,analyst_sarah,2025-12-11T17:24:53,view_dashboard,,0,,,,overview
089d560b-cc8f-4bae-b944-5acb160ecd82,analyst_sarah,2025-12-11T17:25:40,view_alert_list,,0,,,,alerts
089d560b-cc8f-4bae-b944-5acb160ecd82,analyst_sarah,2025-12-11T17:25:44,open_alert_details,ATK-0026,21598,True,False,,
089d560b-cc8f-4bae-b944-5acb160ecd82,analyst_sarah,2025-12-11T17:25:54,search,ATK-0026,0,False,False,False,
089d560b-cc8f-4bae-b944-5acb160ecd82,analyst_sarah,2025-12-11T17:25:56,filter_change,ATK-0026,0,False,False,False,
089d560b-cc8f-4bae-b944-5acb160ecd82,analyst_sarah,2025-12-11T17:25:59,click_respond,ATK-0026,0,False,False,False,
089d560b-cc8f-4bae-b944-5acb160ecd82,analyst_sarah,2025-12-11T17:26:01,confirm_action,ATK-0026,0,False,False,False,
089d560b-cc8f-4bae-b944-5acb160ecd82,analyst_sarah,2025-12-11T17:26:21,view_alert_list,,0,,,,alerts
089d560b-cc8f-4bae-b944-5acb160ecd82,analyst_sarah,2025-12-11T17:26:38,open_alert_details,ATK-0007,43060,False,True,,
089d560b-cc8f-4bae-b944-5acb160ecd82,analyst_sarah,2025-12-11T17:26:48,filter_change,ATK-0007,0,False,False,False,
089d560b-cc8f-4bae-b944-5acb160ecd82,analyst_sarah,2025-12-11T17:26:51,click_respond,ATK-0007,0,False,False,False,
089d560b-cc8f-4bae-b944-5acb160ecd82,analyst_sarah,2025-12-11T17:26:54,click_respond,ATK-0007,0,False,False,False,
089d560b-cc8f-4bae-b944-5acb160ecd82,analyst_sarah,2025-12-11T17:26:56,confirm_action,ATK-0007,0,False,False,False,
089d560b-cc8f-4bae-b944-5acb160ecd82,analyst_sarah,2025-12-11T17:27:50,view_alert_list,,0,,,,alerts
089d560b-cc8f-4bae-b944-5acb160ecd82,analyst_sarah,2025-12-11T17:28:05,open_alert_details,ATK-0016,17341,True,False,,
