event_id,timestamp,_time,sourcetype,action,severity,src_ip,dest_ip,dest_port,message,threat_score,category
EVT-BENIGN-0049,2025-12-06T19:37:39.391870,2025-12-06 19:37:39,syslog,accept,info,192.168.1.197,8.8.122.192,53,SSH connection from admin workstation,7,normal
EVT-MALICIOUS-0043,2025-12-08T08:37:39.391870,2025-12-08 08:37:39,pfsense:syslog,deny,high,162.103.168.168,192.168.1.64,3389,Port scan detected from external IP,75,threat
EVT-BENIGN-0053,2025-12-06T23:37:39.391870,2025-12-06 23:37:39,pfsense:syslog,permit,info,192.168.1.93,8.8.153.107,443,Regular system update check,28,normal
EVT-BENIGN-0073,2025-12-07T19:37:39.391870,2025-12-07 19:37:39,wineventlog:system,permit,info,192.168.1.112,8.8.235.206,53,SSH connection from admin workstation,27,normal
EVT-MALICIOUS-0047,2025-12-08T16:37:39.391870,2025-12-08 16:37:39,snort:alert,drop,critical,175.197.70.254,192.168.1.114,3389,SQL injection attempt detected,95,threat
EVT-BENIGN-0070,2025-12-07T16:37:39.391870,2025-12-07 16:37:39,syslog,allow,notice,192.168.1.109,8.8.44.153,443,SSH connection from admin workstation,25,normal
EVT-BENIGN-0034,2025-12-06T04:37:39.391870,2025-12-06 04:37:39,syslog,allow,low,192.168.1.112,8.8.245.178,53,Normal HTTP traffic to google.com,27,normal
EVT-MALICIOUS-0012,2025-12-05T18:37:39.391870,2025-12-05 18:37:39,pfsense:syslog,drop,critical,179.31.162.24,192.168.1.15,8080,Port scan detected from external IP,77,threat
EVT-BENIGN-0059,2025-12-07T05:37:39.391870,2025-12-07 05:37:39,syslog,permit,notice,192.168.1.131,8.8.128.169,80,DNS query for legitimate domain,24,normal
EVT-MALICIOUS-0004,2025-12-05T02:37:39.391870,2025-12-05 02:37:39,snort:alert,deny,high,151.59.174.63,192.168.1.94,8080,SQL injection attempt detected,82,threat
EVT-BENIGN-0014,2025-12-05T08:37:39.391870,2025-12-05 08:37:39,pfsense:syslog,accept,notice,192.168.1.151,8.8.59.55,443,SSH connection from admin workstation,19,normal
